subject_id,id_geno,STG,CH,B,hour,Drug,geno,PSD,RELPSD
118161,118161_A,NR,EMG,SIGMA,2,Vehicle,A,-9.865714116076337,0.007961842393271025
118161,118161_A,NR,EMG,SIGMA,3,10mpk,A,-9.667098807809687,0.008763498655555946
118161,118161_A,NR,EMG,SIGMA,3,30mpk,A,-10.077716417106375,0.007967972039917682
118161,118161_A,NR,EMG,SIGMA,3,3mpk,A,-9.779702244908972,0.007801209601802061
118161,118161_A,NR,EMG,SIGMA,3,Baseline,A,-8.777936896900869,0.010631314303388945
118161,118161_A,NR,EMG,SIGMA,3,Vehicle,A,-10.019669713513023,0.007781758628901676
118161,118161_A,NR,EMG,SIGMA,4,10mpk,A,-9.508918485528602,0.009220759939064432
118161,118161_A,NR,EMG,SIGMA,4,30mpk,A,-10.156364021170736,0.007460437975685418
118161,118161_A,NR,EMG,SIGMA,4,3mpk,A,-9.875858788880475,0.00679571015993061
118161,118161_A,NR,EMG,SIGMA,4,Baseline,A,-8.886616978920259,0.01013342146763247
118161,118161_A,NR,EMG,SIGMA,4,Vehicle,A,-9.950654788919227,0.008290891232019674
118161,118161_A,NR,EMG,SIGMA,5,10mpk,A,-9.640238256061204,0.008491323479355658
118161,118161_A,NR,EMG,SIGMA,5,30mpk,A,-9.578831435243723,0.009451637161349875
118161,118161_A,NR,EMG,SIGMA,5,3mpk,A,-9.927979743067844,0.007114193332135956
118161,118161_A,NR,EMG,SIGMA,5,Baseline,A,-8.796563193785461,0.010469529025376382
118161,118161_A,NR,EMG,SIGMA,5,Vehicle,A,-9.605257732573218,0.008697928399187307
118161,118161_A,NR,EMG,SIGMA,6,10mpk,A,-9.813035129325996,0.00659592202743167
118161,118161_A,NR,EMG,SIGMA,6,30mpk,A,-9.72861630972569,0.008641571607158244
118161,118161_A,NR,EMG,SIGMA,6,3mpk,A,-9.805081283430292,0.007497144280801961
118161,118161_A,NR,EMG,SIGMA,6,Baseline,A,-8.770072665876777,0.010393008929355092
118161,118161_A,NR,EMG,SIGMA,6,Vehicle,A,-8.22923325531218,0.012026565083048876
118161,118161_A,NR,EMG,SLOW,1,10mpk,A,0.0788506989909017,0.07346549293823866
118161,118161_A,NR,EMG,SLOW,1,30mpk,A,0.05234005156133138,0.07461549609624368
118161,118161_A,NR,EMG,SLOW,1,3mpk,A,0.025236766245045474,0.0750596568876489
118161,118161_A,NR,EMG,SLOW,1,Baseline,A,0.03885366404576074,0.07889203140655032
118161,118161_A,NR,EMG,SLOW,1,Vehicle,A,0.15858493739449228,0.07939895098941656
118161,118161_A,NR,EMG,SLOW,2,10mpk,A,0.08460917749744441,0.08114797381235514
118161,118161_A,NR,EMG,SLOW,2,30mpk,A,0.005877979205325978,0.07751868302096854
118161,118161_A,NR,EMG,SLOW,2,3mpk,A,0.005990612741354276,0.07359673024962343
118161,118161_A,NR,EMG,SLOW,2,Baseline,A,0.018264891173966583,0.08639165800020661
118161,118161_A,NR,EMG,SLOW,2,Vehicle,A,0.05132231819612907,0.0768633026715384
118161,118161_A,NR,EMG,SLOW,3,10mpk,A,0.07927486515421121,0.07994321985723495
118161,118161_A,NR,EMG,SLOW,3,30mpk,A,0.03484146590723441,0.07999511045376258
118161,118161_A,NR,EMG,SLOW,3,3mpk,A,0.07797841626902634,0.07462792672458403
118161,118161_A,NR,EMG,SLOW,3,Baseline,A,-0.020874781730489324,0.07810478038762984
118161,118161_A,NR,EMG,SLOW,3,Vehicle,A,0.05160583154750215,0.07706331635161164
118161,118161_A,NR,EMG,SLOW,4,10mpk,A,0.067730262370356,0.08224413225222811
118161,118161_A,NR,EMG,SLOW,4,30mpk,A,0.00875257381759321,0.0759033820796091
118161,118161_A,NR,EMG,SLOW,4,3mpk,A,0.12815579394391158,0.06629214708264451
118161,118161_A,NR,EMG,SLOW,4,Baseline,A,-0.013983055141058406,0.07633253813603681
118161,118161_A,NR,EMG,SLOW,4,Vehicle,A,-0.001692764470271094,0.08049342132433161
118161,118161_A,NR,EMG,SLOW,5,10mpk,A,0.06048669014087897,0.07712441463364347
118161,118161_A,NR,EMG,SLOW,5,30mpk,A,-0.00440293345569288,0.08328218377060492
118161,118161_A,NR,EMG,SLOW,5,3mpk,A,0.10508935716199706,0.0702754631338999
118161,118161_A,NR,EMG,SLOW,5,Baseline,A,0.03326552809815004,0.0783076789348335
118161,118161_A,NR,EMG,SLOW,5,Vehicle,A,0.019633619122916626,0.07754066338028559
118161,118161_A,NR,EMG,SLOW,6,10mpk,A,0.1462227519183373,0.06333276397499317
118161,118161_A,NR,EMG,SLOW,6,30mpk,A,0.05174932200579728,0.08021716460641043
118161,118161_A,NR,EMG,SLOW,6,3mpk,A,0.12270939714585757,0.07201245251683241
118161,118161_A,NR,EMG,SLOW,6,Baseline,A,0.06544136369670407,0.07644574639296602
118161,118161_A,NR,EMG,SLOW,6,Vehicle,A,-0.010069051101019204,0.07813387209573944
118161,118161_A,NR,EMG,THETA,1,10mpk,A,-12.533837474252564,0.004094757751987606
118161,118161_A,NR,EMG,THETA,1,30mpk,A,-12.576297424012045,0.004188775514861482
118161,118161_A,NR,EMG,THETA,1,3mpk,A,-12.614827024098696,0.00414829265924703
118161,118161_A,NR,EMG,THETA,1,Baseline,A,-12.572799570206426,0.004403787145959822
118161,118161_A,NR,EMG,THETA,1,Vehicle,A,-12.047857271180952,0.004924337700200032
118161,118161_A,NR,EMG,THETA,2,10mpk,A,-12.454125227965964,0.004585332651806321
118161,118161_A,NR,EMG,THETA,2,30mpk,A,-12.643860887142756,0.004280896083560971
118161,118161_A,NR,EMG,THETA,2,3mpk,A,-12.692539103647785,0.00398419953198288
118161,118161_A,NR,EMG,THETA,2,Baseline,A,-12.611191852912949,0.004787587661714421
118161,118161_A,NR,EMG,THETA,2,Vehicle,A,-12.77130402070567,0.004081148181966991
118161,118161_A,NR,EMG,THETA,3,10mpk,A,-12.513594454701233,0.004503937477642487
118161,118161_A,NR,EMG,THETA,3,30mpk,A,-12.54375024607188,0.004497607250907902
118161,118161_A,NR,EMG,THETA,3,3mpk,A,-12.518327215646863,0.0041107288519045436
118161,118161_A,NR,EMG,THETA,3,Baseline,A,-12.503711470484893,0.004488740153934304
118161,118161_A,NR,EMG,THETA,3,Vehicle,A,-12.848922832868869,0.004013499342337699
118161,118161_A,NR,EMG,THETA,4,10mpk,A,-12.317645068139074,0.004824801203489334
118161,118161_A,NR,EMG,THETA,4,30mpk,A,-12.533158734890318,0.004309304434765324
118161,118161_A,NR,EMG,THETA,4,3mpk,A,-12.552168301043263,0.003668620824865485
118161,118161_A,NR,EMG,THETA,4,Baseline,A,-12.648947291044495,0.004242415585702205
118161,118161_A,NR,EMG,THETA,4,Vehicle,A,-12.582949821895234,0.004485213567790275
118161,118161_A,NR,EMG,THETA,5,10mpk,A,-12.290855238840459,0.004586328991451157
118161,118161_A,NR,EMG,THETA,5,30mpk,A,-12.23564128001269,0.005114785834468125
118161,118161_A,NR,EMG,THETA,5,3mpk,A,-12.527302539642385,0.0038834730011670974
118161,118161_A,NR,EMG,THETA,5,Baseline,A,-12.447439657602363,0.0044797368563632796
118161,118161_A,NR,EMG,THETA,5,Vehicle,A,-12.360360394930211,0.0045593826956016785
118161,118161_A,NR,EMG,THETA,6,10mpk,A,-12.19476732438996,0.004001127501637353
118161,118161_A,NR,EMG,THETA,6,30mpk,A,-12.486428594405858,0.004555320191652695
118161,118161_A,NR,EMG,THETA,6,3mpk,A,-12.309670855701743,0.0041918899570478505
118161,118161_A,NR,EMG,THETA,6,Baseline,A,-12.302751785851584,0.004502401735480546
118161,118161_A,NR,EMG,THETA,6,Vehicle,A,-12.136672449105792,0.004866767876684786
118161,118161_A,NR,EMG,TOTAL,1,10mpk,A,11.466339187817228,
118161,118161_A,NR,EMG,TOTAL,1,30mpk,A,11.37533815086767,
118161,118161_A,NR,EMG,TOTAL,1,3mpk,A,11.291960193715397,
118161,118161_A,NR,EMG,TOTAL,1,Baseline,A,11.137712087781193,
118161,118161_A,NR,EMG,TOTAL,1,Vehicle,A,11.184073040475068,
118161,118161_A,NR,EMG,TOTAL,2,10mpk,A,11.035783026915382,
118161,118161_A,NR,EMG,TOTAL,2,30mpk,A,11.134207394588403,
118161,118161_A,NR,EMG,TOTAL,2,3mpk,A,11.416068400069985,
118161,118161_A,NR,EMG,TOTAL,2,Baseline,A,10.682073132598607,
118161,118161_A,NR,EMG,TOTAL,2,Vehicle,A,11.236291216882021,
118161,118161_A,NR,EMG,TOTAL,3,10mpk,A,11.103812124286158,
118161,118161_A,NR,EMG,TOTAL,3,30mpk,A,11.03260436729448,
118161,118161_A,NR,EMG,TOTAL,3,3mpk,A,11.459714193855554,
118161,118161_A,NR,EMG,TOTAL,3,Baseline,A,11.08355539801053,
118161,118161_A,NR,EMG,TOTAL,3,Vehicle,A,11.247174788694746,
118161,118161_A,NR,EMG,TOTAL,4,10mpk,A,10.957893416583863,
118161,118161_A,NR,EMG,TOTAL,4,30mpk,A,11.227185954375912,
118161,118161_A,NR,EMG,TOTAL,4,3mpk,A,11.955458520575336,
118161,118161_A,NR,EMG,TOTAL,4,Baseline,A,11.166766268082501,
118161,118161_A,NR,EMG,TOTAL,4,Vehicle,A,10.995555729860747,
118161,118161_A,NR,EMG,TOTAL,5,10mpk,A,11.23764623926558,
118161,118161_A,NR,EMG,TOTAL,5,30mpk,A,10.831324978377893,
118161,118161_A,NR,EMG,TOTAL,5,3mpk,A,11.696744412734493,
118161,118161_A,NR,EMG,TOTAL,5,Baseline,A,11.142310962785407,
118161,118161_A,NR,EMG,TOTAL,5,Vehicle,A,11.165293661986864,
118161,118161_A,NR,EMG,TOTAL,6,10mpk,A,12.15343622024634,
118161,118161_A,NR,EMG,TOTAL,6,30mpk,A,11.05010871279876,
118161,118161_A,NR,EMG,TOTAL,6,3mpk,A,11.584536395065145,
118161,118161_A,NR,EMG,TOTAL,6,Baseline,A,11.25080209256308,
118161,118161_A,NR,EMG,TOTAL,6,Vehicle,A,11.101537919848173,
118161,118161_A,R,EEG1,ALPHA,1,10mpk,A,31.63278376788386,0.20840239669946908
118161,118161_A,R,EEG1,ALPHA,1,30mpk,A,28.01316316310336,0.1286127214703408
118161,118161_A,R,EEG1,ALPHA,1,3mpk,A,28.34944393544047,0.14540361683462477
118161,118161_A,R,EEG1,ALPHA,1,Baseline,A,31.562301717985772,0.20290689309452323
118161,118161_A,R,EEG1,ALPHA,1,Vehicle,A,28.6934664091933,0.14612976308612
118161,118161_A,R,EEG1,ALPHA,2,10mpk,A,32.27278751840132,0.22642881572151455
118161,118161_A,R,EEG1,ALPHA,2,30mpk,A,32.35554072606172,0.21568294373947583
118161,118161_A,R,EEG1,ALPHA,2,3mpk,A,29.415683019527297,0.148958172792406
118161,118161_A,R,EEG1,ALPHA,2,Baseline,A,31.090041562878834,0.1901518294117824
118161,118161_A,R,EEG1,ALPHA,3,10mpk,A,31.6423372125079,0.21248953476601254
118161,118161_A,R,EEG1,ALPHA,3,30mpk,A,32.23827443090946,0.21961532625499808
118161,118161_A,R,EEG1,ALPHA,3,Baseline,A,31.699736793790986,0.2069981513255451
118161,118161_A,R,EEG1,ALPHA,4,10mpk,A,31.59283954748769,0.20562661806125063
118161,118161_A,R,EEG1,ALPHA,4,30mpk,A,31.55086558639895,0.20706691484996967
118161,118161_A,R,EEG1,ALPHA,4,3mpk,A,32.3356421577577,0.19723871999449613
118161,118161_A,R,EEG1,ALPHA,4,Baseline,A,30.51883308544039,0.1724948419711571
118161,118161_A,R,EEG1,ALPHA,4,Vehicle,A,32.10156562844365,0.2105961769759016
118161,118161_A,R,EEG1,ALPHA,5,10mpk,A,31.47710016757149,0.2063087015844223
118161,118161_A,R,EEG1,ALPHA,5,30mpk,A,31.735549696823163,0.21428748917123927
118161,118161_A,R,EEG1,ALPHA,5,3mpk,A,31.274684116410985,0.20219244606367598
118161,118161_A,R,EEG1,ALPHA,5,Baseline,A,32.41845196021788,0.22497699238287072
118161,118161_A,R,EEG1,ALPHA,5,Vehicle,A,32.162921808210534,0.22954421420120355
118161,118161_A,R,EEG1,ALPHA,6,10mpk,A,31.775081827783247,0.2104277783563558
118161,118161_A,R,EEG1,ALPHA,6,30mpk,A,31.20309403204482,0.18944356263314327
118161,118161_A,R,EEG1,ALPHA,6,3mpk,A,32.414098652690846,0.22882830789370454
118161,118161_A,R,EEG1,ALPHA,6,Baseline,A,31.422113297703916,0.19087945165491732
118161,118161_A,R,EEG1,ALPHA,6,Vehicle,A,33.256920329521904,0.27055388444871026
118161,118161_A,R,EEG1,BETA,1,10mpk,A,29.639054632818308,0.1276860625356924
118161,118161_A,R,EEG1,BETA,1,30mpk,A,26.930717205937036,0.09999463732309236
118161,118161_A,R,EEG1,BETA,1,3mpk,A,26.28303833686209,0.0895158903847368
118161,118161_A,R,EEG1,BETA,1,Baseline,A,29.281156726753544,0.11105880041145595
118161,118161_A,R,EEG1,BETA,1,Vehicle,A,26.8772081646558,0.0961862195357038
118161,118161_A,R,EEG1,BETA,2,10mpk,A,29.851206699028733,0.12205221678697897
118161,118161_A,R,EEG1,BETA,2,30mpk,A,29.75838909863318,0.11546774512023665
118161,118161_A,R,EEG1,BETA,2,3mpk,A,26.779665663678163,0.0800877267650908
118161,118161_A,R,EEG1,BETA,2,Baseline,A,28.928512162361667,0.11041601920259736
118161,118161_A,R,EEG1,BETA,3,10mpk,A,29.35606648516778,0.11711128440034581
118161,118161_A,R,EEG1,BETA,3,30mpk,A,29.67691770042359,0.11610496852597453
118161,118161_A,R,EEG1,BETA,3,Baseline,A,29.442926848833864,0.11747070876116635
118161,118161_A,R,EEG1,BETA,4,10mpk,A,29.69030869866175,0.12334195541582443
118161,118161_A,R,EEG1,BETA,4,30mpk,A,29.126772195733416,0.11140458880769744
118161,118161_A,R,EEG1,BETA,4,3mpk,A,29.56233416699317,0.10251969532887954
118161,118161_A,R,EEG1,BETA,4,Baseline,A,28.957593253807424,0.11854071334326144
118161,118161_A,R,EEG1,BETA,4,Vehicle,A,29.73813295178942,0.11557150980842826
118161,118161_A,R,EEG1,BETA,5,10mpk,A,29.435462526913916,0.12189836820602643
118161,118161_A,R,EEG1,BETA,5,30mpk,A,29.27634371192902,0.11667841742863765
118161,118161_A,R,EEG1,BETA,5,3mpk,A,28.844500767924,0.10768993050642603
118161,118161_A,R,EEG1,BETA,5,Baseline,A,29.84965752586602,0.11760663858102104
118161,118161_A,R,EEG1,BETA,5,Vehicle,A,29.297829997811757,0.11509490619850646
118161,118161_A,R,EEG1,BETA,6,10mpk,A,29.072150876248614,0.11092108407154337
118161,118161_A,R,EEG1,BETA,6,30mpk,A,29.521393451826306,0.1254897505232932
118161,118161_A,R,EEG1,BETA,6,3mpk,A,29.76329123171371,0.1187216812985311
118161,118161_A,R,EEG1,BETA,6,Baseline,A,29.450871489402093,0.11741247875412081
118161,118161_A,R,EEG1,BETA,6,Vehicle,A,30.060907931135148,0.12712966266369896
118161,118161_A,R,EEG1,DELTA,1,10mpk,A,27.84123646379597,0.08854601815364396
118161,118161_A,R,EEG1,DELTA,1,30mpk,A,30.76327967113578,0.245075011312669
118161,118161_A,R,EEG1,DELTA,1,3mpk,A,31.180702840866594,0.2778814985390658
118161,118161_A,R,EEG1,DELTA,1,Baseline,A,30.01777549229301,0.13494705089786502
118161,118161_A,R,EEG1,DELTA,1,Vehicle,A,31.7185056722545,0.293253096437843
118161,118161_A,R,EEG1,DELTA,2,10mpk,A,28.85376254472086,0.10306386195612109
118161,118161_A,R,EEG1,DELTA,2,30mpk,A,28.93777629136551,0.099632870910052
118161,118161_A,R,EEG1,DELTA,2,3mpk,A,32.904372995291,0.32896370242908596
118161,118161_A,R,EEG1,DELTA,2,Baseline,A,30.101190188392295,0.14586663687001192
118161,118161_A,R,EEG1,DELTA,3,10mpk,A,29.00866354857313,0.11220706135348836
118161,118161_A,R,EEG1,DELTA,3,30mpk,A,29.603720129705042,0.12258411985439928
118161,118161_A,R,EEG1,DELTA,3,Baseline,A,28.93343855650122,0.10771211605447022
118161,118161_A,R,EEG1,DELTA,4,10mpk,A,30.048126859411642,0.14258950527184197
118161,118161_A,R,EEG1,DELTA,4,30mpk,A,29.519815648510768,0.1327134850176507
118161,118161_A,R,EEG1,DELTA,4,3mpk,A,29.447608144914405,0.10262035646932054
118161,118161_A,R,EEG1,DELTA,4,Baseline,A,29.28759692809605,0.13317217764351438
118161,118161_A,R,EEG1,DELTA,4,Vehicle,A,28.748719903599824,0.09263505292788776
118161,118161_A,R,EEG1,DELTA,5,10mpk,A,29.888986303527275,0.14050293737385272
118161,118161_A,R,EEG1,DELTA,5,30mpk,A,29.47554145195723,0.12603412145241194
118161,118161_A,R,EEG1,DELTA,5,3mpk,A,30.071262011408287,0.1582769063259828
118161,118161_A,R,EEG1,DELTA,5,Baseline,A,29.588965151768097,0.11480622331332205
118161,118161_A,R,EEG1,DELTA,5,Vehicle,A,29.964235882714707,0.14032150100454582
118161,118161_A,R,EEG1,DELTA,6,10mpk,A,29.096110135806228,0.11926524454661866
118161,118161_A,R,EEG1,DELTA,6,30mpk,A,29.690435725309445,0.133712261615909
118161,118161_A,R,EEG1,DELTA,6,3mpk,A,29.670475218523258,0.12447856468693462
118161,118161_A,R,EEG1,DELTA,6,Baseline,A,29.19514915183818,0.11489897498462093
118161,118161_A,R,EEG1,DELTA,6,Vehicle,A,28.674408881593138,0.09433615962661528
118161,118161_A,R,EEG1,GAMMA,1,10mpk,A,28.12287892832368,0.08991657688118515
118161,118161_A,R,EEG1,GAMMA,1,30mpk,A,25.85196256077332,0.07780600330508827
118161,118161_A,R,EEG1,GAMMA,1,3mpk,A,25.08061127341059,0.06840653122703448
118161,118161_A,R,EEG1,GAMMA,1,Baseline,A,27.488812235112746,0.07336079244476247
118161,118161_A,R,EEG1,GAMMA,1,Vehicle,A,25.4745776212667,0.069638563092486
118161,118161_A,R,EEG1,GAMMA,2,10mpk,A,27.84527729497568,0.07649838317236332
118161,118161_A,R,EEG1,GAMMA,2,30mpk,A,28.19661893185546,0.08033938441651248
118161,118161_A,R,EEG1,GAMMA,2,3mpk,A,24.804973832411864,0.0512575542602605
118161,118161_A,R,EEG1,GAMMA,2,Baseline,A,27.27214490918922,0.07498697976523379
118161,118161_A,R,EEG1,GAMMA,3,10mpk,A,27.579260971842643,0.07756256580863412
118161,118161_A,R,EEG1,GAMMA,3,30mpk,A,27.513306023371275,0.07093195437632505
118161,118161_A,R,EEG1,GAMMA,3,Baseline,A,27.4784544937171,0.07485515324534095
118161,118161_A,R,EEG1,GAMMA,4,10mpk,A,27.436970050186634,0.0725224670139165
118161,118161_A,R,EEG1,GAMMA,4,30mpk,A,27.423634152859844,0.07557248677768567
118161,118161_A,R,EEG1,GAMMA,4,3mpk,A,27.735521646156098,0.0681724721949996
118161,118161_A,R,EEG1,GAMMA,4,Baseline,A,27.437790090958945,0.08416779631008069
118161,118161_A,R,EEG1,GAMMA,4,Vehicle,A,27.43076925768172,0.06539434694949792
118161,118161_A,R,EEG1,GAMMA,5,10mpk,A,27.397281495479955,0.07574523024314812
118161,118161_A,R,EEG1,GAMMA,5,30mpk,A,27.41603409876808,0.07566366969330345
118161,118161_A,R,EEG1,GAMMA,5,3mpk,A,27.247053490489442,0.07502786579161047
118161,118161_A,R,EEG1,GAMMA,5,Baseline,A,27.98053338910012,0.07651247894192735
118161,118161_A,R,EEG1,GAMMA,5,Vehicle,A,27.13356152872983,0.06973143121945417
118161,118161_A,R,EEG1,GAMMA,6,10mpk,A,27.569951842059456,0.07905577713940062
118161,118161_A,R,EEG1,GAMMA,6,30mpk,A,27.74427916566151,0.08327009470733965
118161,118161_A,R,EEG1,GAMMA,6,3mpk,A,27.85791526120846,0.07600366890872996
118161,118161_A,R,EEG1,GAMMA,6,Baseline,A,27.73833624758009,0.0787962514735577
118161,118161_A,R,EEG1,GAMMA,6,Vehicle,A,27.616156824047227,0.07234202790333032
118161,118161_A,R,EEG1,SIGMA,1,10mpk,A,25.94366751378627,0.05543590625343528
118161,118161_A,R,EEG1,SIGMA,1,30mpk,A,23.219128438032982,0.04388956772023226
118161,118161_A,R,EEG1,SIGMA,1,3mpk,A,23.36707091018086,0.04626364766952013
118161,118161_A,R,EEG1,SIGMA,1,Baseline,A,26.39780636500549,0.05894260016867133
118161,118161_A,R,EEG1,SIGMA,1,Vehicle,A,23.2821084694203,0.0420342096715024
118161,118161_A,R,EEG1,SIGMA,2,10mpk,A,26.271255185070356,0.05691415202442135
118161,118161_A,R,EEG1,SIGMA,2,30mpk,A,27.377923056550504,0.06926471996693692
118161,118161_A,R,EEG1,SIGMA,2,3mpk,A,25.38142430080153,0.060452780699191765
118161,118161_A,R,EEG1,SIGMA,2,Baseline,A,26.240916141041453,0.062058556491626414
118161,118161_A,R,EEG1,SIGMA,3,10mpk,A,26.64590481935645,0.06510613794080646
118161,118161_A,R,EEG1,SIGMA,3,30mpk,A,26.878859046232844,0.06353797184480912
118161,118161_A,R,EEG1,SIGMA,3,Baseline,A,26.757414063368493,0.06455106757871003
118161,118161_A,R,EEG1,SIGMA,4,10mpk,A,26.516428629484196,0.06073937364252848
118161,118161_A,R,EEG1,SIGMA,4,30mpk,A,27.007849262402175,0.07101802411547121
118161,118161_A,R,EEG1,SIGMA,4,3mpk,A,28.280559804852714,0.07935269313466763
118161,118161_A,R,EEG1,SIGMA,4,Baseline,A,26.206236706674837,0.06484718025676156
118161,118161_A,R,EEG1,SIGMA,4,Vehicle,A,27.69680989914411,0.07672997573762283
118161,118161_A,R,EEG1,SIGMA,5,10mpk,A,26.21587027050371,0.05952076697919917
118161,118161_A,R,EEG1,SIGMA,5,30mpk,A,26.048784630299718,0.05790104716011402
118161,118161_A,R,EEG1,SIGMA,5,3mpk,A,25.72932170475503,0.05437154058010874
118161,118161_A,R,EEG1,SIGMA,5,Baseline,A,26.403818016434606,0.05489564738220475
118161,118161_A,R,EEG1,SIGMA,5,Vehicle,A,27.277026379821102,0.07914716767793427
118161,118161_A,R,EEG1,SIGMA,6,10mpk,A,25.74127336389046,0.053085409845825354
118161,118161_A,R,EEG1,SIGMA,6,30mpk,A,25.996433940262843,0.05793539032725958
118161,118161_A,R,EEG1,SIGMA,6,3mpk,A,27.155383016000886,0.06856569006875558
118161,118161_A,R,EEG1,SIGMA,6,Baseline,A,26.452143868837748,0.06211672109010936
118161,118161_A,R,EEG1,SIGMA,6,Vehicle,A,26.665655952829297,0.06163809689307318
118161,118161_A,R,EEG1,SLOW,1,10mpk,A,17.400986944597456,0.008566775474931131
118161,118161_A,R,EEG1,SLOW,1,30mpk,A,18.452236830646,0.01595823616989206
118161,118161_A,R,EEG1,SLOW,1,3mpk,A,19.93884682801428,0.02282232202056922
118161,118161_A,R,EEG1,SLOW,1,Baseline,A,17.015274508460656,0.007489890965052004
118161,118161_A,R,EEG1,SLOW,1,Vehicle,A,21.688575914186,0.0291239066726588
118161,118161_A,R,EEG1,SLOW,2,10mpk,A,18.090430158692122,0.01066313918187388
118161,118161_A,R,EEG1,SLOW,2,30mpk,A,17.031587683529402,0.00676840567405339
118161,118161_A,R,EEG1,SLOW,2,3mpk,A,20.2713295843986,0.019250246815057565
118161,118161_A,R,EEG1,SLOW,2,Baseline,A,17.040592223494787,0.008392446425019205
118161,118161_A,R,EEG1,SLOW,3,10mpk,A,16.709286396141742,0.007461707970908764
118161,118161_A,R,EEG1,SLOW,3,30mpk,A,17.59445284487198,0.007562709301855253
118161,118161_A,R,EEG1,SLOW,3,Baseline,A,17.370314348826643,0.008170779052971228
118161,118161_A,R,EEG1,SLOW,4,10mpk,A,17.37678515555426,0.00820430199017665
118161,118161_A,R,EEG1,SLOW,4,30mpk,A,17.212314345066005,0.007941952488006295
118161,118161_A,R,EEG1,SLOW,4,3mpk,A,18.651539296514578,0.009131543867779143
118161,118161_A,R,EEG1,SLOW,4,Baseline,A,18.166405159809244,0.010652647612821593
118161,118161_A,R,EEG1,SLOW,4,Vehicle,A,16.9098175194726,0.006449281387040389
118161,118161_A,R,EEG1,SLOW,5,10mpk,A,17.15896222888892,0.008432141556861374
118161,118161_A,R,EEG1,SLOW,5,30mpk,A,17.24344141686072,0.008006640767439746
118161,118161_A,R,EEG1,SLOW,5,3mpk,A,18.075365804335373,0.010980064034107357
118161,118161_A,R,EEG1,SLOW,5,Baseline,A,17.80470163692921,0.008768163415271224
118161,118161_A,R,EEG1,SLOW,5,Vehicle,A,18.2280480205194,0.009906703056755294
118161,118161_A,R,EEG1,SLOW,6,10mpk,A,17.926398940834694,0.008636817416151034
118161,118161_A,R,EEG1,SLOW,6,30mpk,A,17.37750078910798,0.008487871106883852
118161,118161_A,R,EEG1,SLOW,6,3mpk,A,17.64983207116826,0.007975835418086507
118161,118161_A,R,EEG1,SLOW,6,Baseline,A,17.108693822537774,0.008064694532218043
118161,118161_A,R,EEG1,SLOW,6,Vehicle,A,16.506665649277004,0.006183142693468104
118161,118161_A,R,EEG1,THETA,1,10mpk,A,34.78583396320673,0.42144626400164314
118161,118161_A,R,EEG1,THETA,1,30mpk,A,32.825379357808195,0.3886638226986854
118161,118161_A,R,EEG1,THETA,1,3mpk,A,32.17179764944151,0.3497064933244488
118161,118161_A,R,EEG1,THETA,1,Baseline,A,34.85600997181297,0.4112939720176699
118161,118161_A,R,EEG1,THETA,1,Vehicle,A,32.1466242580082,0.323634241503686
118161,118161_A,R,EEG1,THETA,2,10mpk,A,34.979400181088025,0.4043794311567268
118161,118161_A,R,EEG1,THETA,2,30mpk,A,35.27176211052034,0.4128439301727327
118161,118161_A,R,EEG1,THETA,2,3mpk,A,32.67734791456197,0.31102981623890696
118161,118161_A,R,EEG1,THETA,2,Baseline,A,34.599415498310734,0.4081275318337289
118161,118161_A,R,EEG1,THETA,3,10mpk,A,34.69816439708704,0.4080617077598039
118161,118161_A,R,EEG1,THETA,3,30mpk,A,35.0698543238808,0.3996629498416386
118161,118161_A,R,EEG1,THETA,3,Baseline,A,34.94608498063033,0.4202420239817961
118161,118161_A,R,EEG1,THETA,4,10mpk,A,34.57326589912269,0.3869757786044615
118161,118161_A,R,EEG1,THETA,4,30mpk,A,34.53797151922831,0.3942825479435188
118161,118161_A,R,EEG1,THETA,4,3mpk,A,35.92446573054546,0.44096451900985745
118161,118161_A,R,EEG1,THETA,4,Baseline,A,34.41393357746227,0.41612464286240314
118161,118161_A,R,EEG1,THETA,4,Vehicle,A,35.54717035963834,0.432623656213621
118161,118161_A,R,EEG1,THETA,5,10mpk,A,34.40696770020955,0.3875918540564901
118161,118161_A,R,EEG1,THETA,5,30mpk,A,34.64559451421845,0.40142861432685384
118161,118161_A,R,EEG1,THETA,5,3mpk,A,34.419222895158086,0.3914612466980884
118161,118161_A,R,EEG1,THETA,5,Baseline,A,35.1066427558338,0.40243385598338277
118161,118161_A,R,EEG1,THETA,5,Vehicle,A,34.20959694011669,0.3562540766416004
118161,118161_A,R,EEG1,THETA,6,10mpk,A,34.84300512602002,0.4186078886241053
118161,118161_A,R,EEG1,THETA,6,30mpk,A,34.5627876057354,0.4016610690861715
118161,118161_A,R,EEG1,THETA,6,3mpk,A,34.70752390322166,0.3754262517252576
118161,118161_A,R,EEG1,THETA,6,Baseline,A,35.0449460432339,0.4278314275104559
118161,118161_A,R,EEG1,THETA,6,Vehicle,A,34.63685214998893,0.3678170257711039
118161,118161_A,R,EEG1,TOTAL,1,10mpk,A,38.61252707791479,
118161,118161_A,R,EEG1,TOTAL,1,30mpk,A,36.95496041222462,
118161,118161_A,R,EEG1,TOTAL,1,3mpk,A,36.79219734762616,
118161,118161_A,R,EEG1,TOTAL,1,Baseline,A,38.88034132450796,
118161,118161_A,R,EEG1,TOTAL,1,Vehicle,A,37.0460796073023,
